dataset,study,n_estimators,max_depth,test_accuracy,oob_accuracy
adult,n_estimators,72,12.0,0.8466666666666667,0.8408333333333333
adult,n_estimators,73,12.0,0.8475,0.8410416666666667
adult,n_estimators,74,12.0,0.8475,0.8408333333333333
adult,n_estimators,75,12.0,0.8475,0.8408333333333333
adult,n_estimators,76,12.0,0.8475,0.8416666666666667
adult,n_estimators,77,12.0,0.8475,0.841875
adult,n_estimators,78,12.0,0.8491666666666666,0.84125
adult,n_estimators,79,12.0,0.8475,0.8416666666666667
adult,n_estimators,80,12.0,0.8483333333333334,0.840625
adult,n_estimators,81,12.0,0.8491666666666666,0.840625
adult,n_estimators,82,12.0,0.85,0.8404166666666667
adult,n_estimators,83,12.0,0.8466666666666667,0.8416666666666667
adult,n_estimators,84,12.0,0.8466666666666667,0.84125
adult,n_estimators,85,12.0,0.8475,0.8420833333333333
adult,n_estimators,86,12.0,0.8466666666666667,0.8416666666666667
adult,n_estimators,87,12.0,0.8466666666666667,0.8414583333333333
adult,n_estimators,88,12.0,0.8466666666666667,0.8414583333333333
adult,n_estimators,89,12.0,0.8458333333333333,0.840625
adult,n_estimators,90,12.0,0.8458333333333333,0.8402083333333333
adult,n_estimators,91,12.0,0.8466666666666667,0.84125
adult,n_estimators,92,12.0,0.8475,0.8404166666666667
adult,n_estimators,93,12.0,0.8475,0.840625
adult,n_estimators,94,12.0,0.845,0.84
adult,n_estimators,95,12.0,0.8458333333333333,0.840625
adult,n_estimators,96,12.0,0.8475,0.839375
adult,n_estimators,97,12.0,0.8475,0.8391666666666666
adult,n_estimators,98,12.0,0.845,0.8397916666666667
adult,n_estimators,99,12.0,0.8458333333333333,0.8397916666666667
adult,n_estimators,100,12.0,0.845,0.8402083333333333
adult,n_estimators,101,12.0,0.8466666666666667,0.8408333333333333
adult,n_estimators,102,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,103,12.0,0.8466666666666667,0.8410416666666667
adult,n_estimators,104,12.0,0.8483333333333334,0.8404166666666667
adult,n_estimators,105,12.0,0.8475,0.8404166666666667
adult,n_estimators,106,12.0,0.8441666666666666,0.8404166666666667
adult,n_estimators,107,12.0,0.8458333333333333,0.8402083333333333
adult,n_estimators,108,12.0,0.8458333333333333,0.840625
adult,n_estimators,109,12.0,0.8458333333333333,0.840625
adult,n_estimators,110,12.0,0.8483333333333334,0.8408333333333333
adult,n_estimators,111,12.0,0.8466666666666667,0.8416666666666667
adult,n_estimators,112,12.0,0.845,0.8402083333333333
adult,n_estimators,113,12.0,0.845,0.8402083333333333
adult,n_estimators,114,12.0,0.845,0.8402083333333333
adult,n_estimators,115,12.0,0.845,0.84
adult,n_estimators,116,12.0,0.845,0.8404166666666667
adult,n_estimators,117,12.0,0.845,0.8404166666666667
adult,n_estimators,118,12.0,0.8458333333333333,0.8408333333333333
adult,n_estimators,119,12.0,0.8458333333333333,0.8408333333333333
adult,n_estimators,120,12.0,0.8458333333333333,0.840625
adult,n_estimators,121,12.0,0.845,0.8397916666666667
adult,n_estimators,122,12.0,0.845,0.8404166666666667
adult,n_estimators,123,12.0,0.8458333333333333,0.84
adult,n_estimators,124,12.0,0.8458333333333333,0.8397916666666667
adult,n_estimators,125,12.0,0.8458333333333333,0.8402083333333333
adult,n_estimators,126,12.0,0.8458333333333333,0.8397916666666667
adult,n_estimators,127,12.0,0.845,0.8395833333333333
adult,n_estimators,128,12.0,0.845,0.839375
adult,n_estimators,129,12.0,0.845,0.8395833333333333
adult,n_estimators,130,12.0,0.845,0.8391666666666666
adult,n_estimators,131,12.0,0.845,0.8395833333333333
adult,n_estimators,132,12.0,0.845,0.839375
adult,n_estimators,133,12.0,0.845,0.8395833333333333
adult,n_estimators,134,12.0,0.845,0.8397916666666667
adult,n_estimators,135,12.0,0.845,0.839375
adult,n_estimators,136,12.0,0.845,0.8397916666666667
adult,n_estimators,137,12.0,0.845,0.8397916666666667
adult,n_estimators,138,12.0,0.8441666666666666,0.8397916666666667
adult,n_estimators,139,12.0,0.8441666666666666,0.8404166666666667
adult,n_estimators,140,12.0,0.845,0.8397916666666667
adult,n_estimators,141,12.0,0.8441666666666666,0.8397916666666667
adult,n_estimators,142,12.0,0.8441666666666666,0.839375
adult,n_estimators,143,12.0,0.8441666666666666,0.84
adult,n_estimators,144,12.0,0.8433333333333334,0.840625
adult,n_estimators,145,12.0,0.8441666666666666,0.8408333333333333
adult,n_estimators,146,12.0,0.845,0.8402083333333333
adult,n_estimators,147,12.0,0.8441666666666666,0.8395833333333333
adult,n_estimators,148,12.0,0.845,0.84
adult,n_estimators,149,12.0,0.8441666666666666,0.8402083333333333
adult,n_estimators,150,12.0,0.8441666666666666,0.840625
adult,n_estimators,151,12.0,0.845,0.8402083333333333
adult,n_estimators,152,12.0,0.845,0.84
adult,n_estimators,153,12.0,0.845,0.8397916666666667
adult,n_estimators,154,12.0,0.8458333333333333,0.84
adult,n_estimators,155,12.0,0.8458333333333333,0.8402083333333333
