dataset,n_estimators,train_error,test_error
adult,3,0.18708333333333332,0.19166666666666668
adult,4,0.18708333333333332,0.19166666666666668
adult,5,0.17625,0.175
adult,6,0.17708333333333334,0.17916666666666667
adult,7,0.171875,0.17
adult,8,0.17270833333333332,0.17416666666666666
adult,9,0.17166666666666666,0.16833333333333333
adult,10,0.17020833333333332,0.16833333333333333
adult,11,0.17020833333333332,0.16833333333333333
adult,12,0.169375,0.16833333333333333
adult,13,0.16333333333333333,0.165
adult,14,0.16770833333333332,0.16833333333333333
adult,15,0.160625,0.1625
adult,16,0.16229166666666667,0.165
adult,17,0.16229166666666667,0.165
adult,18,0.160625,0.1625
adult,19,0.160625,0.1625
adult,20,0.160625,0.1625
adult,21,0.15729166666666666,0.1575
adult,22,0.15625,0.155
adult,23,0.15625,0.155
adult,24,0.15625,0.155
adult,25,0.15625,0.155
adult,26,0.15604166666666666,0.15583333333333332
adult,27,0.15625,0.15583333333333332
adult,28,0.15645833333333334,0.15583333333333332
adult,29,0.15625,0.15583333333333332
adult,30,0.15645833333333334,0.155
adult,31,0.15395833333333334,0.15416666666666667
adult,32,0.15416666666666667,0.15333333333333332
adult,33,0.15354166666666666,0.1525
adult,34,0.15333333333333332,0.15333333333333332
adult,35,0.15333333333333332,0.1525
adult,36,0.15333333333333332,0.15416666666666667
adult,37,0.15270833333333333,0.15333333333333332
adult,38,0.15291666666666667,0.155
adult,39,0.15270833333333333,0.15333333333333332
adult,40,0.15291666666666667,0.155
adult,41,0.15270833333333333,0.15333333333333332
adult,42,0.15291666666666667,0.155
adult,43,0.15291666666666667,0.15333333333333332
adult,44,0.15333333333333332,0.15416666666666667
adult,45,0.15270833333333333,0.15333333333333332
adult,46,0.1525,0.155
adult,47,0.1525,0.155
adult,48,0.15270833333333333,0.15333333333333332
adult,49,0.15333333333333332,0.15583333333333332
adult,50,0.15270833333333333,0.15333333333333332
adult,51,0.153125,0.15583333333333332
adult,52,0.153125,0.15583333333333332
adult,53,0.1525,0.15333333333333332
adult,54,0.15416666666666667,0.15416666666666667
adult,55,0.15375,0.155
adult,56,0.15416666666666667,0.15583333333333332
adult,57,0.15458333333333332,0.15583333333333332
adult,58,0.154375,0.15583333333333332
adult,59,0.15416666666666667,0.15583333333333332
adult,60,0.15145833333333333,0.15333333333333332
adult,61,0.15229166666666666,0.155
adult,62,0.15291666666666667,0.15416666666666667
adult,63,0.15291666666666667,0.14916666666666667
adult,64,0.15145833333333333,0.15333333333333332
adult,65,0.15208333333333332,0.15
adult,66,0.15104166666666666,0.14833333333333334
adult,67,0.15208333333333332,0.15
adult,68,0.15104166666666666,0.14833333333333334
adult,69,0.15229166666666666,0.14916666666666667
adult,70,0.15104166666666666,0.14833333333333334
adult,71,0.1525,0.14916666666666667
adult,72,0.15083333333333335,0.14833333333333334
adult,73,0.15229166666666666,0.14916666666666667
adult,74,0.15041666666666667,0.15333333333333332
adult,75,0.15208333333333332,0.14916666666666667
adult,76,0.15083333333333335,0.14833333333333334
adult,77,0.15208333333333332,0.14916666666666667
adult,78,0.15083333333333335,0.15
adult,79,0.15145833333333333,0.14916666666666667
adult,80,0.15083333333333335,0.1475
adult,81,0.15166666666666667,0.14833333333333334
adult,82,0.15083333333333335,0.1475
adult,83,0.15166666666666667,0.14833333333333334
adult,84,0.15041666666666667,0.1525
adult,85,0.15166666666666667,0.14833333333333334
adult,86,0.15145833333333333,0.14916666666666667
adult,87,0.150625,0.1525
adult,88,0.15208333333333332,0.14916666666666667
adult,89,0.15083333333333335,0.1525
adult,90,0.15208333333333332,0.14916666666666667
adult,91,0.15145833333333333,0.14916666666666667
adult,92,0.15125,0.1475
adult,93,0.15166666666666667,0.14916666666666667
adult,94,0.15083333333333335,0.15333333333333332
adult,95,0.15229166666666666,0.15
adult,96,0.151875,0.15083333333333335
adult,97,0.15083333333333335,0.15333333333333332
adult,98,0.15208333333333332,0.15
adult,99,0.15166666666666667,0.15083333333333335
adult,100,0.15083333333333335,0.14916666666666667
adult,101,0.1525,0.15
