dataset,n_estimators,train_error,test_error
mnist_38,52,0.03958333333333333,0.0525
mnist_38,53,0.03895833333333333,0.050833333333333335
mnist_38,54,0.039375,0.049166666666666664
mnist_38,55,0.03833333333333333,0.050833333333333335
mnist_38,56,0.03854166666666667,0.05
mnist_38,57,0.03854166666666667,0.04833333333333333
mnist_38,58,0.03875,0.051666666666666666
mnist_38,59,0.03875,0.049166666666666664
mnist_38,60,0.03875,0.050833333333333335
mnist_38,61,0.03729166666666667,0.0475
mnist_38,62,0.0375,0.05
mnist_38,63,0.03791666666666667,0.049166666666666664
mnist_38,64,0.036875,0.049166666666666664
mnist_38,65,0.037083333333333336,0.04833333333333333
mnist_38,66,0.036041666666666666,0.051666666666666666
mnist_38,67,0.036458333333333336,0.05
mnist_38,68,0.036041666666666666,0.051666666666666666
mnist_38,69,0.036458333333333336,0.05
mnist_38,70,0.035833333333333335,0.051666666666666666
mnist_38,71,0.03625,0.05
mnist_38,72,0.035833333333333335,0.051666666666666666
mnist_38,73,0.036041666666666666,0.05
mnist_38,74,0.035625,0.051666666666666666
mnist_38,75,0.03666666666666667,0.05
mnist_38,76,0.035833333333333335,0.050833333333333335
mnist_38,77,0.036458333333333336,0.05
mnist_38,78,0.03625,0.05
mnist_38,79,0.034583333333333334,0.04833333333333333
mnist_38,80,0.034791666666666665,0.05
mnist_38,81,0.034166666666666665,0.04416666666666667
mnist_38,82,0.03270833333333333,0.04583333333333333
mnist_38,83,0.03375,0.043333333333333335
mnist_38,84,0.033125,0.04416666666666667
mnist_38,85,0.034166666666666665,0.043333333333333335
mnist_38,86,0.03333333333333333,0.04583333333333333
mnist_38,87,0.0325,0.04666666666666667
mnist_38,88,0.030833333333333334,0.0475
mnist_38,89,0.030416666666666668,0.0475
mnist_38,90,0.030208333333333334,0.04833333333333333
mnist_38,91,0.030833333333333334,0.0475
mnist_38,92,0.03,0.04833333333333333
mnist_38,93,0.030833333333333334,0.0475
mnist_38,94,0.030208333333333334,0.04833333333333333
mnist_38,95,0.030625,0.0475
mnist_38,96,0.031041666666666665,0.0475
mnist_38,97,0.03125,0.04833333333333333
mnist_38,98,0.03,0.04833333333333333
mnist_38,99,0.030625,0.0475
mnist_38,100,0.030625,0.04833333333333333
mnist_38,101,0.030208333333333334,0.04666666666666667
mnist_38,102,0.030625,0.04833333333333333
mnist_38,103,0.030208333333333334,0.04666666666666667
mnist_38,104,0.030625,0.04833333333333333
mnist_38,105,0.030208333333333334,0.04666666666666667
mnist_38,106,0.030625,0.04833333333333333
mnist_38,107,0.03,0.0475
mnist_38,108,0.030625,0.049166666666666664
mnist_38,109,0.03,0.04666666666666667
mnist_38,110,0.030416666666666668,0.04833333333333333
mnist_38,111,0.03,0.0475
mnist_38,112,0.030416666666666668,0.04833333333333333
mnist_38,113,0.03,0.04666666666666667
mnist_38,114,0.02875,0.0475
mnist_38,115,0.03,0.0475
mnist_38,116,0.029375,0.04583333333333333
mnist_38,117,0.029166666666666667,0.0475
mnist_38,118,0.028958333333333332,0.045
mnist_38,119,0.029166666666666667,0.04416666666666667
mnist_38,120,0.02625,0.04833333333333333
mnist_38,121,0.02666666666666667,0.04833333333333333
mnist_38,122,0.026875,0.043333333333333335
mnist_38,123,0.02666666666666667,0.04833333333333333
mnist_38,124,0.02666666666666667,0.045
mnist_38,125,0.027291666666666665,0.04833333333333333
mnist_38,126,0.026458333333333334,0.043333333333333335
mnist_38,127,0.027083333333333334,0.04833333333333333
mnist_38,128,0.026458333333333334,0.04583333333333333
mnist_38,129,0.027083333333333334,0.04833333333333333
mnist_38,130,0.026458333333333334,0.045
mnist_38,131,0.026458333333333334,0.049166666666666664
mnist_38,132,0.02666666666666667,0.04583333333333333
mnist_38,133,0.026875,0.04833333333333333
mnist_38,134,0.026458333333333334,0.04583333333333333
mnist_38,135,0.026875,0.0475
mnist_38,136,0.026458333333333334,0.04583333333333333
mnist_38,137,0.026875,0.0475
mnist_38,138,0.02666666666666667,0.04583333333333333
mnist_38,139,0.026875,0.04666666666666667
mnist_38,140,0.02666666666666667,0.04583333333333333
mnist_38,141,0.02666666666666667,0.05
mnist_38,142,0.02666666666666667,0.04583333333333333
mnist_38,143,0.024791666666666667,0.04583333333333333
mnist_38,144,0.025833333333333333,0.0425
mnist_38,145,0.024583333333333332,0.045
mnist_38,146,0.025833333333333333,0.04416666666666667
mnist_38,147,0.025833333333333333,0.045
mnist_38,148,0.025416666666666667,0.0425
mnist_38,149,0.025,0.043333333333333335
mnist_38,150,0.024583333333333332,0.04416666666666667
mnist_38,151,0.025,0.04416666666666667
mnist_38,152,0.025208333333333333,0.045
mnist_38,153,0.024375,0.04416666666666667
mnist_38,154,0.025,0.045
mnist_38,155,0.024375,0.04416666666666667
mnist_38,156,0.024791666666666667,0.045
mnist_38,157,0.024375,0.04416666666666667
mnist_38,158,0.024791666666666667,0.045
mnist_38,159,0.024166666666666666,0.043333333333333335
mnist_38,160,0.024166666666666666,0.0425
mnist_38,161,0.025,0.04
mnist_38,162,0.024791666666666667,0.043333333333333335
mnist_38,163,0.024583333333333332,0.043333333333333335
mnist_38,164,0.023958333333333335,0.04083333333333333
mnist_38,165,0.025,0.043333333333333335
mnist_38,166,0.024375,0.043333333333333335
mnist_38,167,0.025,0.043333333333333335
mnist_38,168,0.023958333333333335,0.043333333333333335
mnist_38,169,0.024791666666666667,0.043333333333333335
mnist_38,170,0.023958333333333335,0.0425
mnist_38,171,0.024791666666666667,0.0425
mnist_38,172,0.023958333333333335,0.0425
mnist_38,173,0.024583333333333332,0.0425
mnist_38,174,0.023958333333333335,0.041666666666666664
mnist_38,175,0.024166666666666666,0.043333333333333335
mnist_38,176,0.022916666666666665,0.041666666666666664
mnist_38,177,0.02375,0.0425
mnist_38,178,0.023125,0.0425
mnist_38,179,0.02375,0.0425
mnist_38,180,0.022916666666666665,0.0425
mnist_38,181,0.02375,0.0425
mnist_38,182,0.02375,0.04083333333333333
mnist_38,183,0.02375,0.0425
mnist_38,184,0.023333333333333334,0.04
mnist_38,185,0.02375,0.043333333333333335
mnist_38,186,0.023125,0.041666666666666664
mnist_38,187,0.0225,0.0425
mnist_38,188,0.023333333333333334,0.043333333333333335
mnist_38,189,0.021875,0.041666666666666664
mnist_38,190,0.022083333333333333,0.043333333333333335
mnist_38,191,0.022291666666666668,0.041666666666666664
mnist_38,192,0.022083333333333333,0.043333333333333335
mnist_38,193,0.022291666666666668,0.041666666666666664
mnist_38,194,0.022291666666666668,0.04583333333333333
mnist_38,195,0.022083333333333333,0.0425
mnist_38,196,0.0225,0.0475
mnist_38,197,0.021875,0.0475
mnist_38,198,0.021875,0.04833333333333333
mnist_38,199,0.021875,0.04666666666666667
mnist_38,200,0.021875,0.04833333333333333
