dataset,model,round,test_error
breast_cancer,adaboost_samme_r,196,0.03508771929824561
breast_cancer,adaboost_samme_r,197,0.043859649122807015
breast_cancer,adaboost_samme_r,198,0.03508771929824561
breast_cancer,adaboost_samme_r,199,0.03508771929824561
breast_cancer,adaboost_samme_r,200,0.03508771929824561
breast_cancer,gbm_logloss,1,0.3684210526315789
breast_cancer,gbm_logloss,2,0.3684210526315789
breast_cancer,gbm_logloss,3,0.05263157894736842
breast_cancer,gbm_logloss,4,0.07017543859649122
breast_cancer,gbm_logloss,5,0.06140350877192982
breast_cancer,gbm_logloss,6,0.07894736842105263
breast_cancer,gbm_logloss,7,0.06140350877192982
breast_cancer,gbm_logloss,8,0.06140350877192982
breast_cancer,gbm_logloss,9,0.07017543859649122
breast_cancer,gbm_logloss,10,0.07017543859649122
breast_cancer,gbm_logloss,11,0.07017543859649122
breast_cancer,gbm_logloss,12,0.07017543859649122
breast_cancer,gbm_logloss,13,0.07894736842105263
breast_cancer,gbm_logloss,14,0.07017543859649122
breast_cancer,gbm_logloss,15,0.07017543859649122
breast_cancer,gbm_logloss,16,0.07017543859649122
breast_cancer,gbm_logloss,17,0.07017543859649122
breast_cancer,gbm_logloss,18,0.07017543859649122
breast_cancer,gbm_logloss,19,0.07894736842105263
breast_cancer,gbm_logloss,20,0.07017543859649122
breast_cancer,gbm_logloss,21,0.07894736842105263
breast_cancer,gbm_logloss,22,0.07894736842105263
breast_cancer,gbm_logloss,23,0.07894736842105263
breast_cancer,gbm_logloss,24,0.07894736842105263
breast_cancer,gbm_logloss,25,0.07894736842105263
breast_cancer,gbm_logloss,26,0.07894736842105263
breast_cancer,gbm_logloss,27,0.07894736842105263
breast_cancer,gbm_logloss,28,0.07017543859649122
breast_cancer,gbm_logloss,29,0.07017543859649122
breast_cancer,gbm_logloss,30,0.07017543859649122
breast_cancer,gbm_logloss,31,0.07017543859649122
breast_cancer,gbm_logloss,32,0.07017543859649122
breast_cancer,gbm_logloss,33,0.07017543859649122
breast_cancer,gbm_logloss,34,0.07017543859649122
breast_cancer,gbm_logloss,35,0.06140350877192982
breast_cancer,gbm_logloss,36,0.06140350877192982
breast_cancer,gbm_logloss,37,0.05263157894736842
breast_cancer,gbm_logloss,38,0.06140350877192982
breast_cancer,gbm_logloss,39,0.05263157894736842
breast_cancer,gbm_logloss,40,0.05263157894736842
breast_cancer,gbm_logloss,41,0.05263157894736842
breast_cancer,gbm_logloss,42,0.05263157894736842
breast_cancer,gbm_logloss,43,0.06140350877192982
breast_cancer,gbm_logloss,44,0.06140350877192982
breast_cancer,gbm_logloss,45,0.05263157894736842
breast_cancer,gbm_logloss,46,0.05263157894736842
breast_cancer,gbm_logloss,47,0.05263157894736842
breast_cancer,gbm_logloss,48,0.05263157894736842
breast_cancer,gbm_logloss,49,0.05263157894736842
breast_cancer,gbm_logloss,50,0.05263157894736842
breast_cancer,gbm_logloss,51,0.05263157894736842
breast_cancer,gbm_logloss,52,0.05263157894736842
breast_cancer,gbm_logloss,53,0.05263157894736842
breast_cancer,gbm_logloss,54,0.05263157894736842
breast_cancer,gbm_logloss,55,0.05263157894736842
breast_cancer,gbm_logloss,56,0.05263157894736842
breast_cancer,gbm_logloss,57,0.05263157894736842
breast_cancer,gbm_logloss,58,0.05263157894736842
breast_cancer,gbm_logloss,59,0.05263157894736842
breast_cancer,gbm_logloss,60,0.05263157894736842
breast_cancer,gbm_logloss,61,0.043859649122807015
breast_cancer,gbm_logloss,62,0.043859649122807015
breast_cancer,gbm_logloss,63,0.043859649122807015
breast_cancer,gbm_logloss,64,0.043859649122807015
breast_cancer,gbm_logloss,65,0.043859649122807015
breast_cancer,gbm_logloss,66,0.043859649122807015
breast_cancer,gbm_logloss,67,0.043859649122807015
breast_cancer,gbm_logloss,68,0.043859649122807015
breast_cancer,gbm_logloss,69,0.043859649122807015
breast_cancer,gbm_logloss,70,0.043859649122807015
breast_cancer,gbm_logloss,71,0.043859649122807015
breast_cancer,gbm_logloss,72,0.043859649122807015
breast_cancer,gbm_logloss,73,0.043859649122807015
breast_cancer,gbm_logloss,74,0.043859649122807015
breast_cancer,gbm_logloss,75,0.043859649122807015
breast_cancer,gbm_logloss,76,0.043859649122807015
breast_cancer,gbm_logloss,77,0.043859649122807015
breast_cancer,gbm_logloss,78,0.043859649122807015
breast_cancer,gbm_logloss,79,0.043859649122807015
breast_cancer,gbm_logloss,80,0.043859649122807015
